name	verified_gender	title	honorific_prefix	given_name	family_name	title_in_lords	link	life_span	birth	death	constituency	service_span	commons_service_beginning	commons_service_ending	lords_service_beginning	lords_service_ending	entire_service_beginning	entire_service_ending	house	commons_service_span
Cobbold, Cameron (Mr)	m	Mr	Mr	Cameron	Cobbold	Lord Cobbold November 23, 1960 - November  1, 1987	mr-cameron-cobbold	September 14, 1904 - November  1, 1987	1904	1987	['unknown']	['unknown']	unknown	unknown	1960	1987	1960	1987	lords	unknown
Cobbold, Felix (Mr)	m	Mr	Mr	Felix	Cobbold	unknown	mr-felix-cobbold	1841 - December  6, 1909	1841	1909	['Stowmarket', 'Ipswich']	[' November 24, 1885 - July  1, 1886', ' January 12, 1906 - December  6, 1909']	1885	1909	unknown	unknown	1885	1909	commons	4
Cobbold, John (Mr)	m	Mr	Mr	John	Cobbold	unknown	mr-john-cobbold	1831 - 1875	1831	1875	['Ipswich']	[' January 31, 1874 - December 10, 1875']	1874	1875	unknown	unknown	1874	1875	commons	1
Cobbold, John (Mr)	m	Mr	Mr	John	Cobbold	unknown	mr-john-cobbold-1	1797 - 1882	1797	1882	['Ipswich']	[' July 29, 1847 - November 17, 1868']	1847	1868	unknown	unknown	1847	1868	commons	21
Cobbold, Thomas (Mr)	m	Mr	Mr	Thomas	Cobbold	unknown	mr-thomas-cobbold	1833 - 1883	1833	1883	['Ipswich']	[' January  1, 1876 - November 21, 1883']	1876	1883	unknown	unknown	1876	1883	commons	7
Cobden, Richard (Mr)	m	Mr	Mr	Richard	Cobden	unknown	mr-richard-cobden	1804 - 1865	1804	1865	['Stockport', 'Yorkshire (West Riding)', 'Rochdale']	[' June 29, 1841 - July 29, 1847', ' July 29, 1847 - March 27, 1857', ' April 28, 1859 - April  2, 1865']	1841	1865	unknown	unknown	1841	1865	commons	22
Cochran-Patrick, Robert (Mr)	m	Mr	Mr	Robert	Cochran-Patrick	unknown	mr-robert-cochran-patrick	1866 - 1897	1866	1897	['Ayrshire Northern']	[' March 31, 1880 - November 24, 1885']	1880	1885	unknown	unknown	1880	1885	commons	5
Cochrane, Alexander (Mr)	m	Mr	Mr	Alexander	Cochrane	unknown	mr-alexander-cochrane	April 22, 1758 - January 26, 1832	1758	1832	['Stirling District of Burghs']	[' February 24, 1800 - November 26, 1806']	1800	1806	unknown	unknown	1800	1806	commons	6
Cochrane, Archibald (Commander Hon.)	m	Commander Hon.	Commander Hon.	Archibald	Cochrane	unknown	commander-hon-archibald-cochrane	1885 - April 16, 1958	1885	1958	['Fife Eastern', 'Dunbartonshire']	[' October 29, 1924 - May 30, 1929', ' March 17, 1932 - February 18, 1936']	1924	1936	unknown	unknown	1924	1936	commons	9
Cochrane, Cecil (Mr)	m	Mr	Mr	Cecil	Cochrane	unknown	mr-cecil-cochrane	1869 - September 23, 1960	1869	1960	['South Shields']	[' March 18, 1916 - October 15, 1918']	1916	1918	unknown	unknown	1916	1918	commons	2
Cochrane, George (Mr)	m	Mr	Mr	George	Cochrane	unknown	mr-george-cochrane	November 26, 1762 - 1832	1762	1832	['Grampound', 'Grampound']	[' May 11, 1807 - March 17, 1808', ' May 10, 1808 - July  7, 1812']	1807	1812	unknown	unknown	1807	1812	commons	5
Cochrane, Iain (Mr)	m	Mr	Mr	Iain	Cochrane	Earl of Dundonald October  4, 1986 - November 11, 1999	mr-iain-cochrane	February 17, 1961 -	1961	unknown	['unknown']	['unknown']	unknown	unknown	1986	1999	1986	1999	lords	unknown
Cochrane, Ian (Mr)	m	Mr	Mr	Ian	Cochrane	Earl of Dundonald July 31, 1963 - October  4, 1986	mr-ian-cochrane	December  6, 1918 - October  4, 1986	1918	1986	['unknown']	['unknown']	unknown	unknown	1963	1986	1963	1986	lords	unknown
Cochrane, Ralph (Mr)	m	Mr	Mr	Ralph	Cochrane	Lord Cochrane of Cults June 15, 1990 - November 11, 1999	mr-ralph-cochrane	September 20, 1926 -	1926	unknown	['unknown']	['unknown']	unknown	unknown	1990	1999	1990	1999	lords	unknown
Cochrane, Thomas (Hon.)	m	Hon.	Hon.	Thomas	Cochrane	Baron Cochrane of Cults 1919 - January 17, 1951	hon-thomas-cochrane	1857 - January 17, 1951	1857	1951	['Ayrshire Northern']	[' July  4, 1892 - January 15, 1910']	1892	1910	1919	1951	1892	1951	commons_lords	18
Cochrane, Thomas (Mr)	m	Mr	Mr	Thomas	Cochrane	Lord Cochrane of Cults December  8, 1968 - June 15, 1990	mr-thomas-cochrane-1	October 31, 1922 - June 15, 1990	1922	1990	['unknown']	['unknown']	unknown	unknown	1968	1990	1968	1990	lords	unknown
Cochrane, Thomas (Mr)	m	Mr	Mr	Thomas	Cochrane	Baron Cochrane of Cults January 17, 1951 - December  8, 1968	mr-thomas-cochrane-2	March 19, 1883 - December  8, 1968	1883	1968	['unknown']	['unknown']	unknown	unknown	1951	1968	1951	1968	lords	unknown
Cochrane, Thomas (Mr)	m	Mr	Mr	Thomas	Cochrane	unknown	mr-thomas-cochrane	December 14, 1775 - October 31, 1860	1775	1860	['Honiton']	[' October 31, 1806 - May  6, 1807']	1806	1807	unknown	unknown	1806	1807	commons	1
Cochrane, Thomas (Sir)	m	Sir	Sir	Thomas	Cochrane	unknown	sir-thomas-cochrane	1789 - 1872	1789	1872	['Ipswich']	[' July 15, 1839 - June 29, 1841']	1839	1841	unknown	unknown	1839	1841	commons	2
Cochrane-Baillie, Charles (Hon.)	m	Hon.	Hon.	Charles	Cochrane-Baillie	Ld Lamington 1890 - September 16, 1940	hon-charles-cochrane-baillie	1860 - September 16, 1940	1860	1940	['St Pancras North']	[' July  1, 1886 - February 15, 1890']	1886	1890	1890	1940	1886	1940	commons_lords	4
Cochrane-Baillie, Victor (Mr)	m	Mr	Mr	Victor	Cochrane-Baillie	Baron Lamington September 16, 1940 - September 20, 1951	mr-victor-cochrane-baillie	July 23, 1896 - September 20, 1951	1896	1951	['unknown']	['unknown']	unknown	unknown	1940	1951	1940	1951	lords	unknown
Cockburn, Alexander (Mr)	m	Mr	Mr	Alexander	Cockburn	unknown	mr-alexander-cockburn	1802 - 1880	1802	1880	['Southampton']	[' July 29, 1847 - 1856']	1847	1856	unknown	unknown	1847	1856	commons	9
Cockburn, George (Sir)	m	Sir	Sir	George	Cockburn	unknown	sir-george-cockburn	1772 - 1853	1772	1853	['Portsmouth', 'Weobly', 'Plymouth', 'Ripon']	[' June 17, 1818 - March  9, 1820', ' March  7, 1820 - February 16, 1824', ' June  7, 1828 - December 11, 1832', ' September 27, 1841 - July 29, 1847']	1818	1847	unknown	unknown	1818	1847	commons	16
Cockcroft, John (Mr)	m	Mr	Mr	John	Cockcroft	unknown	mr-john-cockcroft	July  6, 1934 -	1934	unknown	['Nantwich']	[' February 28, 1974 - May  3, 1979']	1974	1979	unknown	unknown	1974	1979	commons	5
Cockeram, Eric (Mr)	m	Mr	Mr	Eric	Cockeram	unknown	mr-eric-cockeram	July  4, 1924 -	1924	unknown	['Bebington', 'Ludlow']	[' June 18, 1970 - February 28, 1974', ' May  3, 1979 - June 11, 1987']	1970	1987	unknown	unknown	1970	1987	commons	12
Cockerell, Charles (Sir)	m	Sir	Sir	Charles	Cockerell	unknown	sir-charles-cockerell	1755 - 1837	1755	1837	['Tregony', 'Lostwithiel', 'Bletchingley', 'Seaford', 'Evesham', 'Evesham']	[' July  8, 1802 - November 17, 1806', ' January 24, 1807 - May 12, 1807', ' January 25, 1809 - October  5, 1812', ' February 14, 1816 - June 15, 1818', ' February 23, 1819 - August  9, 1830', ' December 10, 1832 - 1837']	1802	1837	unknown	unknown	1802	1837	commons	25
Cockerill, George (Brigadier-General Sir)	m	Brigadier-General Sir	Brigadier-General Sir	George	Cockerill	unknown	brigadier-general-sir-george-cockerill	1867 - April 19, 1957	1867	1957	['Reigate']	[' December 14, 1918 - October 27, 1931']	1918	1931	unknown	unknown	1918	1931	commons	13
Cockfield, Francis (Mr)	m	Mr	Mr	Francis	Cockfield	Lord Cockfield April 14, 1978 - January  8, 2007	mr-francis-cockfield	September 28, 1916 - January  8, 2007	1916	2007	['unknown']	['unknown']	unknown	unknown	1978	2007	1978	2007	lords	unknown
Cocks, Edward (Mr)	m	Mr	Mr	Edward	Cocks	unknown	mr-edward-cocks	July 27, 1786 - October  8, 1812	1786	1812	['Reigate']	[' November  1, 1806 - November 24, 1812']	1806	1812	unknown	unknown	1806	1812	commons	6
Cocks, Frederick (Mr)	m	Mr	Mr	Frederick	Cocks	unknown	mr-frederick-cocks	1882 - May 29, 1953	1882	1953	['Broxtowe']	[' May 30, 1929 - May 29, 1953']	1929	1953	unknown	unknown	1929	1953	commons	24
Cocks, James (Mr)	m	Mr	Mr	James	Cocks	unknown	mr-james-cocks-1	January  9, 1790 - July  5, 1856	1790	1856	['Reigate']	[' June 16, 1818 - February 28, 1823']	1818	1823	unknown	unknown	1818	1823	commons	5
Cocks, James (Mr)	m	Mr	Mr	James	Cocks	unknown	mr-james-cocks	August 14, 1773 - January 16, 1854	1773	1854	['Reigate', 'Reigate']	[' May 28, 1808 - August  4, 1818', ' February 28, 1823 - April 30, 1831']	1808	1831	unknown	unknown	1808	1831	commons	18
Cocks, John (Mr)	m	Mr	Mr	John	Cocks	Earl Somers July 17, 1821 - January  5, 1841	mr-john-cocks-1	 - January  5, 1841	unknown	1841	['unknown']	['unknown']	unknown	unknown	1821	1841	1821	1841	lords	unknown
Cocks, John (Mr)	m	Mr	Mr	John	Cocks	Lord Somers February  8, 1953 - February 15, 1995	mr-john-cocks	April 30, 1907 - February 15, 1995	1907	1995	['unknown']	['unknown']	unknown	unknown	1953	1995	1953	1995	lords	unknown
Cocks, Michael (Mr)	m	Mr	Mr	Michael	Cocks	Baron Cocks of Hartcliffe 1987 - March 26, 2001	mr-michael-cocks	August 19, 1929 - March 26, 2001	1929	2001	['Bristol South']	[' June 18, 1970 - June 11, 1987']	1970	1987	1987	2001	1970	2001	commons_lords	17
Cocks, Philip (Mr)	m	Mr	Mr	Philip	Cocks	unknown	mr-philip-cocks	December  2, 1774 - April  1, 1857	1774	1857	['Reigate']	[' February 17, 1806 - November  1, 1806']	1806	1806	unknown	unknown	1806	1806	commons	0
Cocks, Thomas (Mr)	m	Mr	Mr	Thomas	Cocks	unknown	mr-thomas-cocks	1815 - 1899	1815	1899	['Reigate']	[' July 29, 1847 - March 27, 1857']	1847	1857	unknown	unknown	1847	1857	commons	10
Coddington, William (Mr)	m	Mr	Mr	William	Coddington	unknown	mr-william-coddington	1830 - February 15, 1918	1830	1918	['Blackburn']	[' March 31, 1880 - January 12, 1906']	1880	1906	unknown	unknown	1880	1906	commons	26
Codrington, Christopher (Sir)	m	Sir	Sir	Christopher	Codrington	unknown	sir-christopher-codrington	1805 - 1864	1805	1864	['Gloucestershire Eastern']	[' August 14, 1834 - June 24, 1864']	1834	1864	unknown	unknown	1834	1864	commons	30
Codrington, Edward (Sir)	m	Sir	Sir	Edward	Codrington	unknown	sir-edward-codrington	1770 - 1851	1770	1851	['Devonport']	[' December 10, 1832 - 1839']	1832	1839	unknown	unknown	1832	1839	commons	7
Codrington, William (Sir)	m	Sir	Sir	William	Codrington	unknown	sir-william-codrington	1804 - 1884	1804	1884	['Greenwich']	[' February  9, 1857 - April 28, 1859']	1857	1859	unknown	unknown	1857	1859	commons	2
Coe, Denis (Mr)	m	Mr	Mr	Denis	Coe	unknown	mr-denis-coe	June  5, 1929 -	1929	unknown	['Middleton and Prestwich']	[' March 31, 1966 - June 18, 1970']	1966	1970	unknown	unknown	1966	1970	commons	4
Coe, Sebastian (Mr)	m	Mr	Mr	Sebastian	Coe	Baron Coe 1997 -	mr-sebastian-coe	September 29, 1956 -	1956	unknown	['Falmouth and Camborne']	[' April  9, 1992 - May  1, 1997']	1992	1997	1997	unknown	1992	1997	commons_lords	5
Coffey, Ann (Ms)	f	Ms	Ms	Ann	Coffey	unknown	ms-ann-coffey	August 31, 1946 -	1946	unknown	['Stockport']	[' April  9, 1992 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
Coffin, Isaac (Sir)	m	Sir	Sir	Isaac	Coffin	unknown	sir-isaac-coffin	May 16, 1759 - July 23, 1839	1759	1839	['Ilchester']	[' June 17, 1818 - June 19, 1826']	1818	1826	unknown	unknown	1818	1826	commons	8
Coffin, Walter (Mr)	m	Mr	Mr	Walter	Coffin	unknown	mr-walter-coffin	1764 - 1867	1764	1867	['Cardiff District of Boroughs']	[' July  7, 1852 - March 27, 1857']	1852	1857	unknown	unknown	1852	1857	commons	5
Cogan, Denis (Mr)	m	Mr	Mr	Denis	Cogan	unknown	mr-denis-cogan	1859 - 1944	1859	1944	['Wicklow East']	[' October  1, 1900 - June 10, 1907']	1900	1907	unknown	unknown	1900	1907	commons	7
Cogan, William (Mr)	m	Mr	Mr	William	Cogan	unknown	mr-william-cogan	1823 - 1894	1823	1894	['Kildare']	[' July  7, 1852 - March 31, 1880']	1852	1880	unknown	unknown	1852	1880	commons	28
Coggan, Frederick (Mr)	m	Mr	Mr	Frederick	Coggan	Lord Coggan January 28, 1980 - May 17, 2000	mr-frederick-coggan	October  9, 1909 - May 17, 2000	1909	2000	['unknown']	['unknown']	unknown	unknown	1980	2000	1980	2000	lords	unknown
Coghill, Douglas (Mr)	m	Mr	Mr	Douglas	Coghill	unknown	mr-douglas-coghill	1855 - December 13, 1928	1855	1928	['Newcastle-under-Lyme', 'Stoke-on-Trent']	[' July  1, 1886 - July  4, 1892', ' July 13, 1895 - January 12, 1906']	1886	1906	unknown	unknown	1886	1906	commons	17
Cohen, Arthur (Mr)	m	Mr	Mr	Arthur	Cohen	unknown	mr-arthur-cohen	1829 - November  3, 1914	1829	1914	['Southwark', 'Southwark West']	[' March 31, 1880 - November 24, 1885', ' November 24, 1885 - 1888']	1880	1888	unknown	unknown	1880	1888	commons	8
Cohen, Benjamin (Sir)	m	Sir	Sir	Benjamin	Cohen	unknown	sir-benjamin-cohen	1844 - November  8, 1909	1844	1909	['Islington East']	[' July  4, 1892 - January 12, 1906']	1892	1906	unknown	unknown	1892	1906	commons	14
Cohen, Harry (Mr)	m	Mr	Mr	Harry	Cohen	unknown	mr-harry-cohen	December 10, 1949 -	1949	unknown	['Leyton', 'Leyton and Wanstead']	[' June  9, 1983 - May  1, 1997', ' May  1, 1997 - ?']	1983	unknown	unknown	unknown	1983	1983	commons	unknown
Cohen, Henry (Mr)	m	Mr	Mr	Henry	Cohen	Baron Cohen of Birkenhead July 16, 1956 - August  7, 1977	mr-henry-cohen	 - August  7, 1977	unknown	1977	['unknown']	['unknown']	unknown	unknown	1956	1977	1956	1977	lords	unknown
Cohen, Jack (Major)	m	Major	Major	Jack	Cohen	unknown	major-jack-cohen	1886 - May 11, 1965	1886	1965	['Liverpool Fairfield']	[' December 14, 1918 - October 27, 1931']	1918	1931	unknown	unknown	1918	1931	commons	13
Cohen, Janet (Ms)	f	Ms	Ms	Janet	Cohen	Baroness Cohen of Pimlico May  3, 2000 -	ms-janet-cohen	July  4, 1940 -	1940	unknown	['unknown']	['unknown']	unknown	unknown	2000	unknown	2000	2000	lords	unknown
Cohen, Lewis (Mr)	m	Mr	Mr	Lewis	Cohen	Baron Cohen of Brighton May 13, 1965 - October 21, 1966	mr-lewis-cohen	March 28, 1897 - October 21, 1966	1897	1966	['unknown']	['unknown']	unknown	unknown	1965	1966	1965	1966	lords	unknown
Cohen, Lionel (Mr)	m	Mr	Mr	Lionel	Cohen	unknown	mr-lionel-cohen	1832 - 1887	1832	1887	['Paddington North']	[' November 24, 1885 - June 26, 1887']	1885	1887	unknown	unknown	1885	1887	commons	2
Cohen, Lionel (Mr)	m	Mr	Mr	Lionel	Cohen	Baron Cohen January  1, 1951 - December 31, 1973	mr-lionel-cohen-1	 - 1973	unknown	1973	['unknown']	['unknown']	unknown	unknown	1951	1973	1951	1973	lords	unknown
Cohen, Stan (Mr)	m	Mr	Mr	Stan	Cohen	unknown	mr-stan-cohen	July 31, 1927 - February 23, 2004	1927	2004	['Leeds South East']	[' June 18, 1970 - June  9, 1983']	1970	1983	unknown	unknown	1970	1983	commons	13
Cokayne, Brien (Mr)	m	Mr	Mr	Brien	Cokayne	Baron Cullen of Ashbourne April 21, 1920 - November  3, 1932	mr-brien-cokayne	July 12, 1864 - November  3, 1932	1864	1932	['unknown']	['unknown']	unknown	unknown	1920	1932	1920	1932	lords	unknown
Cokayne, Charles (Mr)	m	Mr	Mr	Charles	Cokayne	Lord Cullen of Ashbourne November  3, 1932 - November 11, 1999	mr-charles-cokayne	October  6, 1912 - December 17, 2000	1912	2000	['unknown']	['unknown']	unknown	unknown	1932	1999	1932	1999	lords	unknown
Coke, Anthony (Mr)	m	Mr	Mr	Anthony	Coke	Earl of Leicester September  3, 1976 - June 19, 1994	mr-anthony-coke	September 11, 1909 - June 19, 1994	1909	1994	['unknown']	['unknown']	unknown	unknown	1976	1994	1976	1994	lords	unknown
Coke, Daniel (Mr)	m	Mr	Mr	Daniel	Coke	unknown	mr-daniel-coke	July 17, 1745 - December  6, 1825	1745	1825	['Nottingham']	[' May 30, 1803 - November 24, 1812']	1803	1812	unknown	unknown	1803	1812	commons	9
Coke, Edward (Hon.)	m	Hon.	Hon.	Edward	Coke	unknown	hon-edward-coke	1824 - 1889	1824	1889	['Norfolk Western']	[' July 29, 1847 - March 27, 1857']	1847	1857	unknown	unknown	1847	1857	commons	10
Coke, Edward (Mr)	m	Mr	Mr	Edward	Coke	Earl of Leicester June 19, 1994 - November 11, 1999	mr-edward-coke-1	May  6, 1936 -	1936	unknown	['unknown']	['unknown']	unknown	unknown	1994	1999	1994	1999	lords	unknown
Coke, Edward (Mr)	m	Mr	Mr	Edward	Coke	unknown	mr-edward-coke	1758 - 1837	1758	1837	['Derby', 'Norfolk', 'Derby']	[' September 11, 1780 - June 22, 1807', ' March  4, 1807 - May 12, 1807', ' May  5, 1807 - August  4, 1818']	1780	1818	unknown	unknown	1780	1818	commons	38
Coke, Thomas (Mr)	m	Mr	Mr	Thomas	Coke	Earl Leicester August 12, 1837 - June 30, 1842	mr-thomas-coke-1	May  6, 1754 - June 30, 1842	1754	1842	['Norfolk', 'Derby', 'Norfolk']	[' June 24, 1790 - March 31, 1807', ' February 26, 1807 - May  5, 1807', ' May 12, 1807 - December 10, 1832']	1790	1832	1837	1842	1790	1842	commons_lords	42
Coke, Thomas (Mr)	m	Mr	Mr	Thomas	Coke	unknown	mr-thomas-coke	January  1, 1793 - May 21, 1867	1793	1867	['Derby']	[' June 17, 1818 - June 10, 1826']	1818	1826	unknown	unknown	1818	1826	commons	8
Coke, Wenman (Hon.)	m	Hon.	Hon.	Wenman	Coke	unknown	hon-wenman-coke	1828 - January 10, 1907	1828	1907	['Norfolk Eastern']	[' July  1, 1858 - July 11, 1865']	1858	1865	unknown	unknown	1858	1865	commons	7
Colborne, John (Mr)	m	Mr	Mr	John	Colborne	Baron Seaton of Seaton December 14, 1839 - April 17, 1863	mr-john-colborne	February 16, 1778 - April 17, 1863	1778	1863	['unknown']	['unknown']	unknown	unknown	1839	1863	1839	1863	lords	unknown
Colborne, Nicholas (Mr)	m	Mr	Mr	Nicholas	Colborne	Ld Colborne(ist() 1839 - 1854	mr-nicholas-colborne	1779 - 1854	1779	1854	['Bletchingley', 'Malmesbury', 'Appleby', 'Thetford', 'Horsham', 'Wells']	[' May  8, 1805 - October 31, 1806', ' October 31, 1806 - May  8, 1807', ' July 30, 1807 - October  9, 1812', ' June 19, 1818 - June 12, 1826', ' February 14, 1827 - December 10, 1832', ' May  5, 1834 - July 24, 1837']	1805	1837	1839	1854	1805	1854	commons_lords	23
Colborne, William (Mr)	m	Mr	Mr	William	Colborne	unknown	mr-william-colborne	1814 - 1846	1814	1846	['Richmond']	[' June 29, 1841 - 1846']	1841	1846	unknown	unknown	1841	1846	commons	5
Colborne-Vivian, James (Mr)	m	Mr	Mr	James	Colborne-Vivian	Baron Seaton of Seaton August 11, 1933 - March 12, 1955	mr-james-colborne-vivian	April 20, 1863 - March 12, 1955	1863	1955	['unknown']	['unknown']	unknown	unknown	1933	1955	1933	1955	lords	unknown
Colclough, Caesar (Mr)	m	Mr	Mr	Caesar	Colclough	unknown	mr-caesar-colclough	May  8, 1766 - August 23, 1842	1766	1842	['Wexford', 'Wexford']	[' May 27, 1806 - November 17, 1806', ' July 21, 1818 - March 21, 1820']	1806	1820	unknown	unknown	1806	1820	commons	2
Colclough, John (Mr)	m	Mr	Mr	John	Colclough	unknown	mr-john-colclough	December  3, 1767 - May 30, 1807	1767	1807	['Wexford']	[' November 17, 1806 - June  1, 1807']	1806	1807	unknown	unknown	1806	1807	commons	1
Coldrick, William (Mr)	m	Mr	Mr	William	Coldrick	unknown	mr-william-coldrick	1894 - September 15, 1975	1894	1975	['Bristol North', 'Bristol North East']	[' July  5, 1945 - February 23, 1950', ' February 23, 1950 - October  8, 1959']	1945	1959	unknown	unknown	1945	1959	commons	14
Coldwells, Francis (Mr)	m	Mr	Mr	Francis	Coldwells	unknown	mr-francis-coldwells	1832 - 1895	1832	1895	['Lambeth North']	[' July  4, 1892 - July 13, 1895']	1892	1895	unknown	unknown	1892	1895	commons	3
Cole,  (Viscount)	m	Viscount	Viscount	None	Cole	4th Earl of Enniskillen 1886 - April 28, 1925	viscount-cole	1845 - April 28, 1925	1845	1925	['Enniskillen']	[' March 31, 1880 - November 24, 1885']	1880	1885	1886	1925	1880	1925	commons_lords	5
Cole,  (Viscount)	m	Viscount	Viscount	None	Cole	3rd Earl of Enniskillen 1840 - 1886	viscount-cole-1	1807 - 1886	1807	1886	['Fermanagh']	[' December 10, 1832 - March 31, 1840']	1832	1840	1840	1886	1832	1886	commons_lords	8
Cole, Andrew (Mr)	m	Mr	Mr	Andrew	Cole	Baron Grinstead May 30, 1989 - November 11, 1999	mr-andrew-cole	April 28, 1942 -	1942	unknown	['unknown']	['unknown']	unknown	unknown	1989	1999	1989	1999	lords	unknown
Cole, Arthur (Hon.)	m	Hon.	Hon.	Arthur	Cole	unknown	hon-arthur-cole	1780 - 1844	1780	1844	['Enniskillen']	[' December 10, 1832 - 1844']	1832	1844	unknown	unknown	1832	1844	commons	12
Cole, Christopher (Sir)	m	Sir	Sir	Christopher	Cole	unknown	sir-christopher-cole	June 10, 1770 - August 24, 1836	1770	1836	['Glamorganshire', 'Glamorganshire']	[' September  6, 1817 - June 29, 1818', ' March 16, 1820 - August 10, 1830']	1817	1830	unknown	unknown	1817	1830	commons	11
Cole, David (Mr)	m	Mr	Mr	David	Cole	Baron Grinstead February 19, 1963 - May 30, 1989	mr-david-cole	September 10, 1918 - May 30, 1989	1918	1989	['unknown']	['unknown']	unknown	unknown	1963	1989	1963	1989	lords	unknown
Cole, Galbraith (Mr)	m	Mr	Mr	Galbraith	Cole	unknown	mr-galbraith-cole	May  1, 1772 - October  4, 1842	1772	1842	['Fermanagh']	[' June 17, 1803 - March  8, 1823']	1803	1823	unknown	unknown	1803	1823	commons	20
Cole, George (Mr)	m	Mr	Mr	George	Cole	Baron Cole March 24, 1965 - November 29, 1979	mr-george-cole	 - November 29, 1979	unknown	1979	['unknown']	['unknown']	unknown	unknown	1965	1979	1965	1979	lords	unknown
Cole, Henry (Hon.)	m	Hon.	Hon.	Henry	Cole	unknown	hon-henry-cole	1809 - 1890	1809	1890	['Enniskillen', 'Fermanagh']	[' June 18, 1844 - 1851', ' December 29, 1854 - March 31, 1880']	1844	1880	unknown	unknown	1844	1880	commons	33
Cole, Henry (Mr)	m	Mr	Mr	Henry	Cole	unknown	mr-henry-cole	1816 - 1885	1816	1885	['Penryn and Falmouth']	[' January 31, 1874 - March 31, 1880']	1874	1880	unknown	unknown	1874	1880	commons	6
Cole, John (Hon.)	m	Hon.	Hon.	John	Cole	unknown	hon-john-cole	1813 - 1882	1813	1882	['Enniskillen']	[' April 28, 1859 - November 17, 1868']	1859	1868	unknown	unknown	1859	1868	commons	9
Cole, John (Mr)	m	Mr	Mr	John	Cole	Baron Grinstead April 28, 1924 - February 19, 1963	mr-john-cole	September 10, 1876 - February 19, 1963	1876	1963	['unknown']	['unknown']	unknown	unknown	1924	1963	1924	1963	lords	unknown
Cole, John (Mr)	m	Mr	Mr	John	Cole	Baron Grinstead August 11, 1815 - March 31, 1840	mr-john-cole-1	March 23, 1768 - March 31, 1840	1768	1840	['unknown']	['unknown']	unknown	unknown	1815	1840	1815	1840	lords	unknown
Cole, Lowry (Mr)	m	Mr	Mr	Lowry	Cole	Baron Grinstead November 12, 1886 - April 28, 1924	mr-lowry-cole	December 21, 1845 - April 28, 1924	1845	1924	['unknown']	['unknown']	unknown	unknown	1886	1924	1886	1924	lords	unknown
